order_id,country,city,category,subscription,promised_eta,actual_eta,traffic,weather,peak_hour,customer_rating,refund_given,compensation_given,eta_failure_risk,premium_dissatisfaction
NX671,UK,London,Food,Premium,14,25,High,Clear,Dinner,4,No,Yes,High,High
NX672,UK,London,Pharmacy,Free,39,36,Medium,Clear,Snack,5,No,No,Low,Low
NX673,Singapore,Singapore,Pharmacy,Premium,33,38,Medium,Rain,Snack,5,No,No,Low,Low
NX674,India,Bangalore,Grocery,Premium,19,21,Medium,Clear,Dinner,5,No,No,Low,Low
NX675,UAE,Dubai,Food,Free,15,24,High,Clear,Snack,5,No,No,Low,Low
NX676,India,Delhi,Food,Premium,10,18,Medium,Rain,Dinner,5,No,No,Low,Low
NX677,Germany,Berlin,Grocery,Free,15,15,Medium,Clear,Dinner,5,No,No,Low,Low
NX678,UAE,Dubai,Pharmacy,Free,18,29,High,Storm,Late Night,4,No,Yes,High,Low
NX679,UAE,Dubai,Grocery,Free,25,25,Medium,Clear,Breakfast,5,No,No,Low,Low
NX680,UK,London,Pharmacy,Premium,39,50,High,Storm,Breakfast,4,No,Yes,High,High
NX681,Singapore,Singapore,Food,Premium,29,44,High,Rain,Dinner,4,No,Yes,High,High
NX682,UK,London,Pharmacy,Free,26,33,Low,Clear,Snack,5,No,No,Low,Low
NX683,India,Hyderabad,Food,Free,32,40,Medium,Rain,Lunch,5,No,No,Low,Low
NX684,UAE,Dubai,Grocery,Premium,39,43,Low,Clear,Dinner,5,No,No,Low,Low
NX685,UAE,Dubai,Grocery,Free,16,23,Medium,Rain,Breakfast,5,No,No,Low,Low
NX686,UAE,Dubai,Pharmacy,Free,42,46,Medium,Clear,Late Night,5,No,No,Low,Low
NX687,UK,London,Pharmacy,Premium,34,42,Medium,Clear,Late Night,5,No,No,Low,Low
NX688,UAE,Dubai,Grocery,Free,29,43,High,Clear,Lunch,4,No,Yes,High,Low
NX689,Germany,Munich,Pharmacy,Free,40,38,Low,Storm,Dinner,5,No,No,Low,Low
NX690,Singapore,Singapore,Grocery,Free,34,41,High,Clear,Dinner,5,No,No,Low,Low
NX691,Germany,Munich,Pharmacy,Premium,20,21,Low,Clear,Late Night,5,No,No,Low,Low
NX692,UK,London,Grocery,Free,39,38,Low,Storm,Breakfast,5,No,No,Low,Low
NX693,Singapore,Singapore,Food,Premium,29,34,Medium,Clear,Breakfast,5,No,No,Low,Low
NX694,Australia,Sydney,Food,Premium,21,21,Medium,Storm,Late Night,5,No,No,Low,Low
NX695,UAE,Dubai,Pharmacy,Free,38,42,Low,Clear,Dinner,5,No,No,Low,Low
NX696,USA,New York,Pharmacy,Premium,31,32,Low,Clear,Late Night,5,No,No,Low,Low
NX697,India,Delhi,Pharmacy,Free,15,19,Low,Clear,Late Night,5,No,No,Low,Low
NX698,UK,London,Grocery,Free,38,58,High,Rain,Snack,3,No,Yes,High,Low
NX699,Australia,Sydney,Pharmacy,Premium,21,46,High,Rain,Snack,3,Yes,Yes,High,High
NX700,UAE,Dubai,Pharmacy,Free,16,25,High,Clear,Late Night,5,No,No,Low,Low
NX701,Singapore,Singapore,Grocery,Free,35,36,Low,Storm,Dinner,5,No,No,Low,Low
NX702,Germany,Munich,Grocery,Premium,35,44,High,Storm,Snack,5,No,No,Low,Low
NX703,India,Mumbai,Food,Free,24,38,Medium,Rain,Snack,4,No,Yes,High,Low
NX704,Singapore,Singapore,Pharmacy,Free,26,42,High,Storm,Late Night,4,No,Yes,High,Low
NX705,India,Bangalore,Grocery,Free,47,61,High,Storm,Breakfast,4,No,Yes,High,Low
NX706,UK,London,Food,Premium,36,44,High,Clear,Snack,5,No,No,Low,Low
NX707,Australia,Sydney,Grocery,Free,31,52,High,Rain,Snack,3,Yes,Yes,High,Low
NX708,Germany,Munich,Food,Premium,24,32,Low,Rain,Lunch,5,No,No,Low,Low
NX709,UK,London,Pharmacy,Premium,21,35,Medium,Rain,Lunch,4,No,Yes,High,High
NX710,UK,London,Food,Free,31,42,High,Storm,Lunch,4,No,Yes,High,Low
NX711,India,Bangalore,Pharmacy,Free,45,51,Medium,Storm,Breakfast,5,No,No,Low,Low
NX712,India,Hyderabad,Food,Free,38,43,Low,Rain,Dinner,5,No,No,Low,Low
NX713,UAE,Dubai,Food,Free,32,29,Low,Clear,Dinner,5,No,No,Low,Low
NX714,Germany,Munich,Pharmacy,Premium,12,17,Medium,Storm,Snack,5,No,No,Low,Low
NX715,USA,New York,Pharmacy,Free,27,47,High,Rain,Snack,3,No,Yes,High,Low
NX716,Singapore,Singapore,Grocery,Premium,16,33,High,Clear,Dinner,4,No,Yes,High,High
NX717,UK,London,Food,Premium,32,34,Low,Clear,Lunch,5,No,No,Low,Low
NX718,Singapore,Singapore,Grocery,Free,41,51,Low,Rain,Dinner,4,No,No,Low,Low
NX719,Singapore,Singapore,Grocery,Free,34,39,Low,Clear,Dinner,5,No,No,Low,Low
NX720,India,Delhi,Pharmacy,Free,47,44,Medium,Clear,Late Night,5,No,No,Low,Low
NX721,UAE,Dubai,Pharmacy,Free,25,30,Medium,Rain,Breakfast,5,No,No,Low,Low
NX722,UAE,Dubai,Grocery,Free,27,40,Low,Rain,Breakfast,4,No,Yes,High,Low
NX723,UK,London,Pharmacy,Premium,29,26,Medium,Storm,Dinner,5,No,No,Low,Low
NX724,Singapore,Singapore,Grocery,Free,20,33,Medium,Rain,Snack,4,No,Yes,High,Low
NX725,India,Mumbai,Grocery,Free,19,18,Medium,Clear,Dinner,5,No,No,Low,Low
NX726,UK,London,Pharmacy,Premium,14,11,Low,Clear,Snack,5,No,No,Low,Low
NX727,India,Bangalore,Food,Free,49,55,Medium,Rain,Dinner,5,No,No,Low,Low
NX728,Australia,Sydney,Food,Free,26,31,Medium,Clear,Late Night,5,No,No,Low,Low
NX729,Australia,Sydney,Grocery,Free,50,56,Low,Clear,Snack,5,No,No,Low,Low
NX730,UAE,Dubai,Grocery,Free,29,40,Low,Rain,Late Night,4,No,Yes,High,Low
NX731,UAE,Dubai,Pharmacy,Premium,22,27,Low,Storm,Late Night,5,No,No,Low,Low
NX732,Singapore,Singapore,Grocery,Free,50,63,High,Storm,Breakfast,4,No,Yes,High,Low
NX733,UAE,Dubai,Food,Free,35,43,Medium,Clear,Lunch,5,No,No,Low,Low
NX734,USA,New York,Food,Premium,28,38,Low,Rain,Dinner,4,No,No,Low,Low
NX735,India,Delhi,Grocery,Premium,43,49,Medium,Rain,Late Night,5,No,No,Low,Low
NX736,UAE,Dubai,Food,Free,49,63,High,Storm,Snack,4,No,Yes,High,Low
NX737,Australia,Sydney,Grocery,Free,27,44,High,Clear,Dinner,4,No,Yes,High,Low
NX738,India,Delhi,Pharmacy,Free,40,49,Medium,Rain,Snack,5,No,No,Low,Low
NX739,Australia,Sydney,Grocery,Premium,26,36,High,Clear,Breakfast,4,No,No,Low,Low
NX740,India,Bangalore,Grocery,Premium,14,21,Low,Rain,Snack,5,No,No,Low,Low
NX741,Australia,Sydney,Grocery,Free,21,23,Low,Storm,Late Night,5,No,No,Low,Low
NX742,UK,London,Grocery,Free,33,31,Low,Clear,Snack,5,No,No,Low,Low
NX743,UAE,Dubai,Pharmacy,Premium,41,58,High,Clear,Breakfast,4,No,Yes,High,High
NX744,Germany,Munich,Food,Premium,23,39,High,Storm,Snack,4,No,Yes,High,High
NX745,Germany,Berlin,Grocery,Premium,37,48,Low,Rain,Lunch,4,No,Yes,High,High
NX746,Australia,Sydney,Grocery,Premium,30,45,High,Storm,Lunch,4,No,Yes,High,High
NX747,UAE,Dubai,Food,Premium,34,41,Medium,Storm,Lunch,5,No,No,Low,Low
NX748,UAE,Dubai,Food,Premium,28,44,High,Rain,Lunch,4,No,Yes,High,High
NX749,UAE,Dubai,Grocery,Premium,23,33,High,Clear,Snack,4,No,No,Low,Low
NX750,Singapore,Singapore,Grocery,Premium,10,27,High,Clear,Breakfast,4,No,Yes,High,High
NX751,USA,New York,Food,Free,21,25,Low,Storm,Late Night,5,No,No,Low,Low
NX752,Singapore,Singapore,Grocery,Premium,15,28,Medium,Rain,Dinner,4,No,Yes,High,High
NX753,India,Delhi,Pharmacy,Free,44,61,High,Rain,Late Night,4,No,Yes,High,Low
NX754,UK,London,Pharmacy,Free,28,25,Medium,Clear,Snack,5,No,No,Low,Low
NX755,India,Mumbai,Pharmacy,Premium,24,34,High,Clear,Dinner,4,No,No,Low,Low
NX756,Germany,Berlin,Pharmacy,Premium,30,48,High,Clear,Dinner,4,No,Yes,High,High
NX757,Singapore,Singapore,Pharmacy,Premium,22,36,High,Storm,Breakfast,4,No,Yes,High,High
NX758,UK,London,Food,Premium,30,43,High,Storm,Late Night,4,No,Yes,High,High
NX759,Australia,Sydney,Pharmacy,Premium,39,38,Low,Storm,Lunch,5,No,No,Low,Low
NX760,UAE,Dubai,Food,Premium,16,19,Medium,Storm,Lunch,5,No,No,Low,Low
NX761,Germany,Berlin,Food,Free,31,32,Low,Clear,Snack,5,No,No,Low,Low
NX762,Singapore,Singapore,Pharmacy,Premium,27,48,High,Rain,Late Night,3,Yes,Yes,High,High
NX763,USA,New York,Pharmacy,Free,20,34,Medium,Rain,Dinner,4,No,Yes,High,Low
NX764,Germany,Munich,Pharmacy,Premium,24,31,High,Storm,Lunch,5,No,No,Low,Low
NX765,UAE,Dubai,Grocery,Free,35,41,Low,Clear,Dinner,5,No,No,Low,Low
NX766,UK,London,Grocery,Free,28,31,Medium,Clear,Dinner,5,No,No,Low,Low
NX767,Australia,Sydney,Pharmacy,Free,34,35,Low,Clear,Late Night,5,No,No,Low,Low
NX768,Australia,Sydney,Food,Premium,17,23,Medium,Clear,Breakfast,5,No,No,Low,Low
NX769,UK,London,Grocery,Free,45,53,Low,Rain,Snack,5,No,No,Low,Low
NX770,India,Hyderabad,Pharmacy,Premium,24,39,High,Rain,Breakfast,4,No,Yes,High,High
NX771,UAE,Dubai,Pharmacy,Premium,25,30,Low,Rain,Breakfast,5,No,No,Low,Low
NX772,Australia,Sydney,Pharmacy,Premium,34,33,Medium,Storm,Snack,5,No,No,Low,Low
NX773,India,Bangalore,Food,Free,44,50,Medium,Clear,Snack,5,No,No,Low,Low
NX774,USA,New York,Pharmacy,Premium,15,19,Medium,Storm,Breakfast,5,No,No,Low,Low
NX775,UK,London,Grocery,Premium,32,41,Medium,Rain,Lunch,5,No,No,Low,Low
NX776,Australia,Sydney,Grocery,Premium,23,28,Low,Rain,Breakfast,5,No,No,Low,Low
NX777,Singapore,Singapore,Grocery,Premium,30,39,Low,Rain,Dinner,5,No,No,Low,Low
NX778,Australia,Sydney,Grocery,Free,47,54,Medium,Clear,Dinner,5,No,No,Low,Low
NX779,Australia,Sydney,Grocery,Free,48,58,High,Clear,Breakfast,4,No,No,Low,Low
NX780,Germany,Munich,Grocery,Free,49,72,High,Rain,Lunch,3,Yes,Yes,High,Low
NX781,UAE,Dubai,Grocery,Premium,26,32,Medium,Rain,Late Night,5,No,No,Low,Low
NX782,India,Mumbai,Food,Free,33,38,Medium,Storm,Dinner,5,No,No,Low,Low
NX783,UK,London,Grocery,Premium,42,49,Low,Storm,Lunch,5,No,No,Low,Low
NX784,Singapore,Singapore,Food,Premium,31,41,Medium,Rain,Breakfast,4,No,No,Low,Low
NX785,UK,London,Food,Premium,10,22,High,Storm,Late Night,4,No,Yes,High,High
NX786,Germany,Berlin,Food,Free,25,24,Low,Clear,Lunch,5,No,No,Low,Low
NX787,USA,New York,Grocery,Free,45,56,Medium,Rain,Breakfast,4,No,Yes,High,Low
NX788,UAE,Dubai,Pharmacy,Free,21,31,Medium,Rain,Breakfast,4,No,No,Low,Low
NX789,UK,London,Pharmacy,Free,39,50,High,Clear,Lunch,4,No,Yes,High,Low
NX790,Australia,Sydney,Grocery,Free,44,43,Medium,Clear,Dinner,5,No,No,Low,Low
NX791,Australia,Sydney,Pharmacy,Premium,12,17,Medium,Storm,Snack,5,No,No,Low,Low
NX792,Germany,Munich,Pharmacy,Free,45,53,Low,Rain,Lunch,5,No,No,Low,Low
NX793,India,Bangalore,Food,Premium,22,30,Low,Rain,Snack,5,No,No,Low,Low
NX794,Germany,Berlin,Pharmacy,Premium,11,10,Low,Clear,Breakfast,5,No,No,Low,Low
NX795,UK,London,Food,Premium,16,23,Low,Storm,Breakfast,5,No,No,Low,Low
NX796,Australia,Sydney,Pharmacy,Free,45,48,Low,Storm,Late Night,5,No,No,Low,Low
NX797,UK,London,Pharmacy,Premium,28,39,Medium,Rain,Late Night,4,No,Yes,High,High
NX798,USA,New York,Food,Premium,31,55,High,Rain,Late Night,3,Yes,Yes,High,High
NX799,UK,London,Grocery,Free,42,47,Medium,Storm,Dinner,5,No,No,Low,Low
NX800,UK,London,Food,Premium,21,28,Low,Clear,Breakfast,5,No,No,Low,Low
NX801,UAE,Dubai,Grocery,Premium,33,50,High,Rain,Late Night,4,No,Yes,High,High
NX802,India,Delhi,Pharmacy,Premium,22,38,High,Storm,Snack,4,No,Yes,High,High
NX803,Singapore,Singapore,Grocery,Premium,37,47,High,Clear,Lunch,4,No,No,Low,Low
NX804,Australia,Sydney,Grocery,Free,31,36,Medium,Rain,Breakfast,5,No,No,Low,Low
NX805,UK,London,Grocery,Free,29,36,High,Clear,Snack,5,No,No,Low,Low
NX806,USA,New York,Food,Free,30,36,Low,Storm,Late Night,5,No,No,Low,Low
NX807,Australia,Sydney,Grocery,Free,22,26,Low,Clear,Breakfast,5,No,No,Low,Low
NX808,UK,London,Grocery,Free,40,38,Low,Storm,Lunch,5,No,No,Low,Low
NX809,USA,New York,Pharmacy,Premium,18,27,High,Storm,Late Night,5,No,No,Low,Low
NX810,Singapore,Singapore,Grocery,Premium,24,39,Low,Rain,Snack,4,No,Yes,High,High
NX811,India,Mumbai,Food,Free,49,49,Medium,Clear,Dinner,5,No,No,Low,Low
NX812,UAE,Dubai,Food,Free,47,62,Low,Rain,Dinner,4,No,Yes,High,Low
NX813,UAE,Dubai,Grocery,Premium,38,51,Low,Rain,Snack,4,No,Yes,High,High
NX814,USA,Chicago,Grocery,Premium,11,18,Low,Storm,Snack,5,No,No,Low,Low
NX815,Germany,Munich,Grocery,Free,25,50,High,Rain,Snack,3,Yes,Yes,High,Low
NX816,UK,London,Grocery,Free,49,61,High,Storm,Lunch,4,No,Yes,High,Low
NX817,Singapore,Singapore,Food,Free,41,61,High,Rain,Late Night,3,No,Yes,High,Low
NX818,UK,London,Grocery,Free,29,35,Low,Rain,Dinner,5,No,No,Low,Low
NX819,India,Delhi,Food,Free,16,13,Medium,Clear,Dinner,5,No,No,Low,Low
NX820,Singapore,Singapore,Grocery,Free,32,34,Low,Clear,Snack,5,No,No,Low,Low
NX821,Germany,Berlin,Pharmacy,Free,16,24,Medium,Storm,Late Night,5,No,No,Low,Low
NX822,Australia,Sydney,Food,Premium,33,39,Low,Rain,Breakfast,5,No,No,Low,Low
NX823,Germany,Berlin,Food,Free,16,30,Low,Rain,Late Night,4,No,Yes,High,Low
NX824,UK,London,Food,Free,42,49,Low,Rain,Breakfast,5,No,No,Low,Low
NX825,UK,London,Grocery,Premium,44,43,Medium,Storm,Late Night,5,No,No,Low,Low
NX826,Germany,Berlin,Grocery,Premium,26,37,Medium,Rain,Breakfast,4,No,Yes,High,High
NX827,UAE,Dubai,Grocery,Free,28,35,High,Clear,Late Night,5,No,No,Low,Low
NX828,India,Delhi,Pharmacy,Premium,16,14,Medium,Storm,Snack,5,No,No,Low,Low
NX829,USA,New York,Food,Free,47,53,Low,Rain,Late Night,5,No,No,Low,Low
NX830,UK,London,Grocery,Premium,22,39,High,Storm,Late Night,4,No,Yes,High,High
NX831,UAE,Dubai,Food,Premium,33,50,High,Storm,Breakfast,4,No,Yes,High,High
NX832,UK,London,Pharmacy,Premium,39,43,Medium,Clear,Lunch,5,No,No,Low,Low
NX833,Singapore,Singapore,Food,Premium,35,46,High,Clear,Snack,4,No,Yes,High,High
NX834,Singapore,Singapore,Food,Free,48,59,High,Clear,Breakfast,4,No,Yes,High,Low
NX835,USA,Chicago,Food,Premium,21,30,Low,Rain,Snack,5,No,No,Low,Low
NX836,UK,London,Grocery,Free,42,46,Medium,Storm,Late Night,5,No,No,Low,Low
NX837,UK,London,Grocery,Free,19,27,Medium,Rain,Dinner,5,No,No,Low,Low
NX838,USA,Chicago,Food,Premium,44,54,Medium,Rain,Lunch,4,No,No,Low,Low
NX839,USA,New York,Food,Free,20,21,Low,Storm,Snack,5,No,No,Low,Low
NX840,USA,New York,Grocery,Premium,42,49,High,Storm,Lunch,5,No,No,Low,Low
NX841,UAE,Dubai,Pharmacy,Free,38,49,High,Clear,Breakfast,4,No,Yes,High,Low
NX842,UAE,Dubai,Food,Free,42,43,Low,Clear,Late Night,5,No,No,Low,Low
NX843,India,Hyderabad,Food,Premium,16,24,High,Storm,Lunch,5,No,No,Low,Low
NX844,Germany,Munich,Grocery,Free,50,61,Low,Rain,Late Night,4,No,Yes,High,Low
NX845,Germany,Berlin,Food,Free,33,53,High,Rain,Snack,3,No,Yes,High,Low
NX846,UK,London,Food,Premium,34,41,Medium,Clear,Lunch,5,No,No,Low,Low
NX847,USA,New York,Pharmacy,Premium,10,27,High,Clear,Snack,4,No,Yes,High,High
NX848,UK,London,Pharmacy,Premium,13,13,Low,Storm,Snack,5,No,No,Low,Low
NX849,Australia,Sydney,Grocery,Free,34,32,Low,Clear,Dinner,5,No,No,Low,Low
NX850,India,Mumbai,Pharmacy,Free,42,57,High,Rain,Lunch,4,No,Yes,High,Low
NX851,Australia,Sydney,Pharmacy,Premium,32,39,High,Clear,Dinner,5,No,No,Low,Low
NX852,USA,Chicago,Grocery,Free,38,43,Medium,Storm,Snack,5,No,No,Low,Low
NX853,Germany,Berlin,Grocery,Free,18,26,High,Clear,Lunch,5,No,No,Low,Low
NX854,Germany,Munich,Pharmacy,Free,18,24,Medium,Storm,Late Night,5,No,No,Low,Low
NX855,Germany,Munich,Pharmacy,Free,49,57,Low,Storm,Dinner,5,No,No,Low,Low
NX856,UAE,Dubai,Grocery,Free,30,31,Medium,Clear,Late Night,5,No,No,Low,Low
NX857,Singapore,Singapore,Food,Free,20,40,High,Rain,Dinner,3,No,Yes,High,Low
NX858,UK,London,Food,Premium,10,21,Low,Rain,Snack,4,No,Yes,High,High
NX859,UK,London,Grocery,Free,22,25,Low,Storm,Snack,5,No,No,Low,Low
NX860,USA,Chicago,Pharmacy,Premium,32,47,Low,Rain,Dinner,4,No,Yes,High,High
NX861,Singapore,Singapore,Grocery,Free,36,40,Low,Storm,Lunch,5,No,No,Low,Low
NX862,UAE,Dubai,Pharmacy,Free,30,44,High,Clear,Snack,4,No,Yes,High,Low
NX863,UK,London,Food,Premium,43,57,Low,Rain,Late Night,4,No,Yes,High,High
NX864,USA,Chicago,Food,Premium,23,41,High,Clear,Snack,4,No,Yes,High,High
NX865,Australia,Sydney,Pharmacy,Premium,22,24,Medium,Clear,Late Night,5,No,No,Low,Low
NX866,USA,New York,Pharmacy,Premium,31,28,Low,Clear,Lunch,5,No,No,Low,Low
NX867,UK,London,Food,Premium,27,38,High,Clear,Lunch,4,No,Yes,High,High
NX868,Singapore,Singapore,Food,Free,34,36,Low,Clear,Dinner,5,No,No,Low,Low
NX869,Australia,Sydney,Food,Premium,39,52,Medium,Rain,Breakfast,4,No,Yes,High,High
NX870,UAE,Dubai,Pharmacy,Free,16,23,Low,Rain,Snack,5,No,No,Low,Low
NX871,India,Bangalore,Grocery,Premium,30,42,High,Storm,Snack,4,No,Yes,High,High
NX872,Australia,Sydney,Food,Premium,39,59,High,Rain,Lunch,3,No,Yes,High,High
NX873,UAE,Dubai,Pharmacy,Premium,22,22,Low,Clear,Dinner,5,No,No,Low,Low
NX874,Singapore,Singapore,Pharmacy,Free,41,48,High,Clear,Lunch,5,No,No,Low,Low
NX875,Australia,Sydney,Food,Free,38,45,Low,Rain,Breakfast,5,No,No,Low,Low
NX876,Australia,Sydney,Grocery,Free,19,20,Low,Clear,Breakfast,5,No,No,Low,Low
NX877,UAE,Dubai,Grocery,Premium,26,51,High,Rain,Dinner,3,Yes,Yes,High,High
NX878,UAE,Dubai,Pharmacy,Premium,38,56,High,Storm,Late Night,4,No,Yes,High,High
NX879,UAE,Dubai,Pharmacy,Premium,38,47,High,Clear,Breakfast,5,No,No,Low,Low
NX880,USA,Chicago,Pharmacy,Premium,34,39,Low,Clear,Breakfast,5,No,No,Low,Low
NX881,India,Hyderabad,Pharmacy,Free,39,55,Medium,Rain,Snack,4,No,Yes,High,Low
NX882,UK,London,Grocery,Free,22,24,Medium,Storm,Snack,5,No,No,Low,Low
NX883,USA,Chicago,Grocery,Free,27,39,Medium,Rain,Breakfast,4,No,Yes,High,Low
NX884,USA,New York,Grocery,Premium,34,37,Low,Clear,Breakfast,5,No,No,Low,Low
NX885,Germany,Berlin,Food,Premium,26,35,High,Storm,Lunch,5,No,No,Low,Low
NX886,USA,New York,Grocery,Premium,17,25,Low,Rain,Snack,5,No,No,Low,Low
NX887,UAE,Dubai,Pharmacy,Premium,44,57,Medium,Rain,Lunch,4,No,Yes,High,High
NX888,UK,London,Grocery,Premium,14,11,Medium,Clear,Breakfast,5,No,No,Low,Low
NX889,Australia,Sydney,Grocery,Premium,24,22,Medium,Clear,Breakfast,5,No,No,Low,Low
NX890,Germany,Berlin,Food,Premium,35,34,Medium,Clear,Breakfast,5,No,No,Low,Low
NX891,Germany,Berlin,Grocery,Free,31,42,High,Clear,Lunch,4,No,Yes,High,Low
NX892,USA,New York,Grocery,Free,15,30,High,Storm,Breakfast,4,No,Yes,High,Low
NX893,Singapore,Singapore,Food,Free,27,25,Low,Clear,Snack,5,No,No,Low,Low
NX894,Australia,Sydney,Pharmacy,Free,47,44,Medium,Clear,Breakfast,5,No,No,Low,Low
NX895,UAE,Dubai,Grocery,Premium,15,24,Medium,Rain,Late Night,5,No,No,Low,Low
NX896,USA,New York,Pharmacy,Free,49,58,Medium,Rain,Dinner,5,No,No,Low,Low
NX897,UK,London,Pharmacy,Premium,25,41,High,Storm,Lunch,4,No,Yes,High,High
NX898,Singapore,Singapore,Food,Premium,18,26,Low,Storm,Breakfast,5,No,No,Low,Low
NX899,USA,New York,Food,Free,34,37,Low,Storm,Dinner,5,No,No,Low,Low
NX900,India,Delhi,Food,Free,17,29,Low,Rain,Late Night,4,No,Yes,High,Low
NX901,Germany,Berlin,Food,Free,47,55,Low,Rain,Late Night,5,No,No,Low,Low
NX902,Australia,Sydney,Pharmacy,Free,32,38,Medium,Rain,Breakfast,5,No,No,Low,Low
NX903,Australia,Sydney,Pharmacy,Free,34,37,Medium,Clear,Dinner,5,No,No,Low,Low
NX904,Australia,Sydney,Food,Free,21,18,Low,Clear,Late Night,5,No,No,Low,Low
NX905,UAE,Dubai,Pharmacy,Free,16,16,Low,Storm,Breakfast,5,No,No,Low,Low
NX906,Singapore,Singapore,Pharmacy,Free,30,50,High,Rain,Lunch,3,No,Yes,High,Low
NX907,UK,London,Food,Premium,33,39,Medium,Clear,Dinner,5,No,No,Low,Low
NX908,UAE,Dubai,Food,Free,47,71,High,Rain,Breakfast,3,Yes,Yes,High,Low
NX909,UK,London,Grocery,Free,27,34,Medium,Clear,Dinner,5,No,No,Low,Low
NX910,Australia,Sydney,Food,Premium,31,28,Medium,Clear,Lunch,5,No,No,Low,Low
NX911,UAE,Dubai,Pharmacy,Premium,35,32,Medium,Storm,Breakfast,5,No,No,Low,Low
NX912,Singapore,Singapore,Grocery,Premium,18,31,High,Storm,Breakfast,4,No,Yes,High,High
NX913,Australia,Sydney,Grocery,Free,32,35,Medium,Storm,Lunch,5,No,No,Low,Low
NX914,Singapore,Singapore,Pharmacy,Free,25,42,High,Rain,Lunch,4,No,Yes,High,Low
NX915,Germany,Munich,Food,Premium,16,26,High,Clear,Lunch,4,No,No,Low,Low
NX916,India,Hyderabad,Pharmacy,Free,36,52,High,Storm,Late Night,4,No,Yes,High,Low
NX917,India,Hyderabad,Grocery,Free,18,23,Medium,Clear,Breakfast,5,No,No,Low,Low
NX918,Singapore,Singapore,Pharmacy,Premium,41,38,Medium,Storm,Dinner,5,No,No,Low,Low
NX919,India,Delhi,Pharmacy,Premium,12,22,Low,Rain,Breakfast,4,No,No,Low,Low
NX920,Germany,Munich,Pharmacy,Free,49,64,High,Storm,Dinner,4,No,Yes,High,Low
NX921,USA,Chicago,Pharmacy,Free,46,53,Medium,Clear,Lunch,5,No,No,Low,Low
NX922,India,Mumbai,Pharmacy,Premium,20,26,Low,Clear,Dinner,5,No,No,Low,Low
NX923,India,Bangalore,Food,Premium,39,44,Low,Storm,Breakfast,5,No,No,Low,Low
NX924,Singapore,Singapore,Pharmacy,Free,40,46,Low,Rain,Lunch,5,No,No,Low,Low
NX925,India,Bangalore,Pharmacy,Free,19,27,Medium,Rain,Breakfast,5,No,No,Low,Low
NX926,Germany,Munich,Pharmacy,Free,17,30,Medium,Rain,Snack,4,No,Yes,High,Low
NX927,USA,Chicago,Pharmacy,Free,37,44,Low,Storm,Breakfast,5,No,No,Low,Low
NX928,Germany,Berlin,Grocery,Premium,41,64,High,Rain,Snack,3,Yes,Yes,High,High
NX929,USA,New York,Pharmacy,Free,38,40,Medium,Storm,Snack,5,No,No,Low,Low
NX930,Singapore,Singapore,Pharmacy,Free,35,44,Low,Rain,Dinner,5,No,No,Low,Low
NX931,UAE,Dubai,Pharmacy,Free,46,60,Low,Rain,Late Night,4,No,Yes,High,Low
NX932,Singapore,Singapore,Grocery,Free,42,41,Medium,Clear,Late Night,5,No,No,Low,Low
NX933,India,Delhi,Grocery,Free,16,40,High,Rain,Dinner,3,Yes,Yes,High,Low
NX934,India,Delhi,Grocery,Free,26,37,Low,Rain,Dinner,4,No,Yes,High,Low
NX935,Singapore,Singapore,Grocery,Premium,24,45,High,Rain,Breakfast,3,Yes,Yes,High,High
NX936,UAE,Dubai,Food,Free,33,38,Low,Clear,Late Night,5,No,No,Low,Low
NX937,UAE,Dubai,Grocery,Premium,42,53,High,Storm,Snack,4,No,Yes,High,High
NX938,UK,London,Food,Free,23,32,High,Clear,Dinner,5,No,No,Low,Low
NX939,UK,London,Pharmacy,Premium,10,20,Low,Rain,Dinner,4,No,No,Low,Low
NX940,Australia,Sydney,Grocery,Premium,30,40,High,Storm,Dinner,4,No,No,Low,Low
NX941,UK,London,Food,Free,30,39,High,Storm,Breakfast,5,No,No,Low,Low
NX942,UAE,Dubai,Grocery,Free,23,25,Low,Clear,Breakfast,5,No,No,Low,Low
NX943,Singapore,Singapore,Grocery,Premium,33,34,Medium,Clear,Breakfast,5,No,No,Low,Low
NX944,India,Delhi,Food,Premium,31,46,High,Rain,Late Night,4,No,Yes,High,High
NX945,Singapore,Singapore,Food,Premium,36,34,Low,Clear,Lunch,5,No,No,Low,Low
NX946,Germany,Munich,Food,Premium,18,38,High,Rain,Lunch,3,No,Yes,High,High
NX947,UK,London,Grocery,Free,24,48,High,Rain,Snack,3,Yes,Yes,High,Low
NX948,UAE,Dubai,Grocery,Free,42,57,Low,Rain,Lunch,4,No,Yes,High,Low
NX949,USA,New York,Grocery,Free,34,49,High,Rain,Lunch,4,No,Yes,High,Low
NX950,India,Bangalore,Pharmacy,Free,40,47,High,Clear,Late Night,5,No,No,Low,Low
NX951,UK,London,Food,Premium,31,47,High,Storm,Breakfast,4,No,Yes,High,High
NX952,Singapore,Singapore,Pharmacy,Premium,14,28,Medium,Rain,Snack,4,No,Yes,High,High
NX953,UK,London,Food,Free,20,37,High,Rain,Late Night,4,No,Yes,High,Low
NX954,Singapore,Singapore,Food,Premium,28,26,Low,Clear,Snack,5,No,No,Low,Low
NX955,USA,Chicago,Grocery,Premium,44,43,Medium,Clear,Breakfast,5,No,No,Low,Low
